-0.5236,-1.5708,1.5708,-1.5708,-1.5708,2.618,0
-0.5235,-1.5706,1.5709,-1.5711,-1.5708,2.6181,0
-0.52322,-1.5701,1.5713,-1.572,-1.5708,2.6184,0
-0.52275,-1.5693,1.5719,-1.5734,-1.5708,2.6188,0
-0.5221,-1.5682,1.5728,-1.5754,-1.5708,2.6195,0
-0.52127,-1.5667,1.5739,-1.578,-1.5708,2.6203,0
-0.52027,-1.565,1.5753,-1.5811,-1.5708,2.6213,0
-0.51911,-1.5629,1.5768,-1.5847,-1.5708,2.6225,0
-0.51778,-1.5606,1.5785,-1.5888,-1.5708,2.6238,0
-0.5163,-1.5579,1.5805,-1.5934,-1.5708,2.6253,0
-0.51467,-1.5549,1.5826,-1.5984,-1.5708,2.6269,0
-0.5129,-1.5517,1.5848,-1.6039,-1.5708,2.6287,0
-0.51098,-1.5481,1.5872,-1.6099,-1.5708,2.6306,0
-0.50894,-1.5443,1.5898,-1.6163,-1.5708,2.6327,0
-0.50676,-1.5401,1.5924,-1.6231,-1.5708,2.6348,0
-0.50447,-1.5356,1.5952,-1.6304,-1.5708,2.6371,0
-0.50206,-1.5309,1.598,-1.638,-1.5708,2.6395,0
-0.49954,-1.5258,1.6009,-1.6459,-1.5708,2.6421,0
-0.49691,-1.5205,1.6039,-1.6542,-1.5708,2.6447,0
-0.49419,-1.5148,1.6069,-1.6629,-1.5708,2.6474,0
-0.49137,-1.5089,1.6099,-1.6719,-1.5708,2.6502,0
-0.48847,-1.5026,1.613,-1.6811,-1.5708,2.6531,0
-0.48548,-1.4961,1.616,-1.6907,-1.5708,2.6561,0
-0.48242,-1.4892,1.619,-1.7005,-1.5708,2.6592,0
-0.47929,-1.4821,1.6219,-1.7106,-1.5708,2.6623,0
-0.4761,-1.4747,1.6248,-1.7209,-1.5708,2.6655,0
-0.47284,-1.467,1.6276,-1.7315,-1.5708,2.6687,0
-0.46954,-1.4589,1.6303,-1.7422,-1.5708,2.6721,0
-0.46618,-1.4507,1.633,-1.7531,-1.5708,2.6754,0
-0.46278,-1.4421,1.6355,-1.7642,-1.5708,2.6788,0
-0.45934,-1.4332,1.6378,-1.7754,-1.5708,2.6823,0
-0.45586,-1.4241,1.6401,-1.7868,-1.5708,2.6857,0
-0.45236,-1.4147,1.6421,-1.7982,-1.5708,2.6892,0
-0.44883,-1.405,1.644,-1.8098,-1.5708,2.6928,0
-0.44528,-1.3951,1.6458,-1.8214,-1.5708,2.6963,0
-0.44171,-1.3849,1.6473,-1.8331,-1.5708,2.6999,0
-0.43814,-1.3745,1.6486,-1.8449,-1.5708,2.7035,0
-0.43455,-1.3639,1.6497,-1.8567,-1.5708,2.707,0
-0.43096,-1.353,1.6506,-1.8684,-1.5708,2.7106,0
-0.42736,-1.3419,1.6513,-1.8802,-1.5708,2.7142,0
-0.42377,-1.3306,1.6517,-1.8919,-1.5708,2.7178,0
-0.42019,-1.319,1.6519,-1.9036,-1.5708,2.7214,0
-0.41662,-1.3073,1.6518,-1.9153,-1.5708,2.725,0
