-0.5236,-1.5708,1.5708,-1.5708,-1.5708,2.618,0
-0.51269,-1.5519,1.574,-1.5929,-1.5708,2.6289,0
-0.48461,-1.5012,1.5813,-1.6509,-1.5708,2.657,0
-0.44612,-1.4236,1.5826,-1.7298,-1.5708,2.6955,0
-0.40504,-1.3266,1.5696,-1.8159,-1.5708,2.7366,0
-0.3666,-1.217,1.5382,-1.8961,-1.5708,2.775,0
-0.33262,-1.108,1.4894,-1.9583,-1.5708,2.809,0
-0.30779,-1.0118,1.4322,-1.9984,-1.5708,2.8338,0
-0.29213,-0.9442,1.3853,-2.018,-1.5708,2.8495,0
-0.28629,-0.9189,1.3649,-2.0235,-1.5708,2.8553,0
-0.28629,-0.9189,1.3649,-2.0235,-1.5708,2.8553,0
-0.28629,-0.91281,1.3719,-2.0366,-1.5708,2.8553,0
-0.28629,-0.89558,1.3897,-2.0717,-1.5708,2.8553,0
-0.2863,-0.86929,1.413,-2.1212,-1.5708,2.8553,0
-0.2863,-0.83496,1.4357,-2.1783,-1.5708,2.8553,0
-0.2863,-0.79551,1.4547,-2.2367,-1.5708,2.8553,0
-0.2863,-0.75641,1.468,-2.2907,-1.5708,2.8553,0
-0.2863,-0.72082,1.4754,-2.3337,-1.5708,2.8553,0
-0.28631,-0.69532,1.4778,-2.3624,-1.5708,2.8553,0
-0.28631,-0.68546,1.4783,-2.3728,-1.5708,2.8553,0
-0.28631,-0.68546,1.4783,-2.3728,-1.5708,2.8553,1
-0.28631,-0.69566,1.4781,-2.3624,-1.5708,2.8553,1
-0.2863,-0.72207,1.4766,-2.3346,-1.5708,2.8553,1
-0.2863,-0.75896,1.4732,-2.2929,-1.5708,2.8553,1
-0.2863,-0.80118,1.4645,-2.242,-1.5708,2.8553,1
-0.28629,-0.84391,1.4504,-2.1851,-1.5708,2.8553,1
-0.28629,-0.88135,1.4322,-2.1295,-1.5708,2.8553,1
-0.28629,-0.91026,1.4129,-2.0813,-1.5708,2.8553,1
-0.28629,-0.92838,1.3968,-2.0471,-1.5708,2.8553,1
-0.28629,-0.93479,1.3901,-2.0339,-1.5708,2.8553,1
-0.28629,-0.93479,1.3901,-2.0339,-1.5708,2.8553,1
-0.23593,-0.93933,1.3995,-2.0388,-1.5704,2.8518,1
-0.10095,-0.95153,1.4249,-2.052,-1.5692,2.8424,1
0.094711,-0.97786,1.4701,-2.0705,-1.5676,2.8291,1
0.32576,-1.0078,1.5218,-2.0915,-1.5657,2.8123,1
0.58053,-1.0469,1.5821,-2.1113,-1.564,2.8064,1
0.82205,-1.0742,1.6396,-2.1296,-1.5626,2.8001,1
1.034,-1.1034,1.677,-2.1447,-1.564,2.8031,1
1.1803,-1.1182,1.7022,-2.1545,-1.564,2.805,1
1.2371,-1.1235,1.7113,-2.1579,-1.564,2.8079,1
1.2371,-1.1235,1.7113,-2.1579,-1.564,2.8079,1
1.2371,-1.1156,1.7182,-2.1726,-1.564,2.8079,1
1.2369,-1.0936,1.7357,-2.2122,-1.564,2.8077,1
1.2367,-1.0604,1.7585,-2.2681,-1.564,2.8075,1
1.2364,-1.0179,1.7823,-2.3344,-1.564,2.8072,1
1.2361,-0.96988,1.8024,-2.4026,-1.564,2.8069,1
1.2358,-0.92105,1.8167,-2.4657,-1.564,2.8066,1
1.2355,-0.8772,1.8235,-2.5164,-1.564,2.8063,1
1.2353,-0.84599,1.8264,-2.5504,-1.564,2.8061,1
1.2353,-0.834,1.8267,-2.5628,-1.564,2.8061,1
1.2353,-0.834,1.8267,-2.5628,-1.564,2.8061,0
1.2353,-0.84633,1.8267,-2.5504,-1.564,2.8061,0
1.2355,-0.87846,1.8257,-2.5173,-1.564,2.8063,0
1.2358,-0.92365,1.8216,-2.468,-1.564,2.8066,0
1.2361,-0.97564,1.8135,-2.4064,-1.564,2.8069,0
1.2364,-1.0271,1.7986,-2.34,-1.564,2.8072,0
1.2367,-1.0728,1.7796,-2.2753,-1.564,2.8075,0
1.2369,-1.1088,1.7597,-2.2194,-1.564,2.8077,0
1.2371,-1.1317,1.744,-2.1799,-1.564,2.8079,0
1.2371,-1.14,1.7375,-2.1652,-1.564,2.8079,0
